UserId,Weather,Season,Event,Clothing,Material,Rating
48,Humid,Winter,Date,Polo,Cotton,3.4
48,Rainy,Fall,Business,Blazer,Cotton,2.3
48,Windy,Fall,Gym,Polo,Cotton,3.6
49,Humid,Spring,Home,Long-sleeve shirt,Wool,2.3
49,Humid,Summer,Casual,Shorts,Polyester,3.7
49,Windy,Fall,Gym,Joggers,Cotton,3.5
49,Windy,Spring,Date,Coat,Polyester,4.8
49,Humid,Spring,Travel,Coat,Wool,1.2
49,Sunny,Spring,Casual,Shorts,Denim,4.2
49,Cloudy,Spring,Business,Blazer,Wool,3.4
49,Cloudy,Fall,Gym,Track pants,Polyester,3.1
49,Snowy,Winter,Home,Joggers,Fleece,2.6
49,Cloudy,Fall,Travel,Cardigan,Polyester,3.1
50,Sunny,Fall,Gym,Track pants,Polyester,3.1
50,Windy,Spring,Casual,Cargo pants,Cotton,4.4
50,Humid,Summer,Gym,Tank top,Cotton,4.2
50,Windy,Fall,Gym,Hoodie,Cotton,3.6
50,Snowy,Winter,Casual,Track pants,Polyester,3.2
50,Sunny,Spring,Gym,Joggers,Cotton,2.2
50,Cloudy,Fall,Hiking,Long-sleeve shirt,Cotton,4
50,Rainy,Fall,Beach,Tank top,Cotton,1.4
50,Snowy,Winter,Travel,Joggers,Fleece,3.5
50,Windy,Fall,Date,Henley,Polyester,3.5
